Mod:Item:MetaData, Localized Name
buildcraftcore:decorated:2, Template (Decoration)
buildcraftcore:decorated:3, tile.decorated.paper.name
buildcraftcore:decorated:4, tile.decorated.leather.name
buildcraftcore:decorated:5, Laser (Decoration)
buildcraftcore:marker_volume, Land Mark
buildcraftcore:marker_path, Path Mark
buildcraftcore:engine:0, Redstone Engine
buildcraftcore:engine:1, Stirling Engine
buildcraftcore:engine:2, Combustion Engine
buildcraftcore:engine:3, Creative Engine
buildcraftcore:wrench, Wrench
buildcraftcore:gear_wood, Wood Gear
buildcraftcore:gear_stone, Stone Gear
buildcraftcore:gear_iron, Iron Gear
buildcraftcore:gear_gold, Gold Gear
buildcraftcore:gear_diamond, Diamond Gear
buildcraftcore:paintbrush:64, Paintbrush
buildcraftcore:paintbrush:0, §z§0§fWhite§r Paintbrush
buildcraftcore:paintbrush:0, §z§1§6Orange§r Paintbrush
buildcraftcore:paintbrush:0, §z§2§dMagenta§r Paintbrush
buildcraftcore:paintbrush:0, §z§3§bLight Blue§r Paintbrush
buildcraftcore:paintbrush:0, §z§4§eYellow§r Paintbrush
buildcraftcore:paintbrush:0, §z§5§aLime§r Paintbrush
buildcraftcore:paintbrush:0, §z§6§dPink§r Paintbrush
buildcraftcore:paintbrush:0, §z§7§7Gray§r Paintbrush
buildcraftcore:paintbrush:0, §z§8§7Light Gray§r Paintbrush
buildcraftcore:paintbrush:0, §z§9§3Cyan§r Paintbrush
buildcraftcore:paintbrush:0, §z§a§dPurple§r Paintbrush
buildcraftcore:paintbrush:0, §9§9Blue§r Paintbrush
buildcraftcore:paintbrush:0, §z§c§6Brown§r Paintbrush
buildcraftcore:paintbrush:0, §z§d§aGreen§r Paintbrush
buildcraftcore:paintbrush:0, §z§e§cRed§r Paintbrush
buildcraftcore:paintbrush:0, §0§7Black§r Paintbrush
buildcraftcore:list, List
buildcraftcore:map_location:0, Map Location
buildcraftcore:marker_connector, Marker Connector
buildcraftcore:volume_box, item.volume_box.name
buildcraftcore:fragile_fluid_shard, Fragile %s Shard
buildcraftbuilders:snapshot:2, Blueprint
buildcraftbuilders:snapshot:0, Template
buildcraftbuilders:schematic_single:0, Single Block Schematic
buildcraftbuilders:filler_planner, Filler Planner
buildcraftbuilders:filler, Filler
buildcraftbuilders:builder, Builder
buildcraftbuilders:architect, Architect Table
buildcraftbuilders:library, Electronic Library
buildcraftbuilders:replacer, tile.replacerBlock.name
buildcraftbuilders:frame, Frame
buildcraftbuilders:quarry, Quarry
buildcrafttransport:pipe_structure:0, Cobblestone Structure Pipe
buildcrafttransport:pipe_wood_item:0, Wooden Transport Pipe
buildcrafttransport:pipe_cobble_item:0, Cobblestone Transport Pipe
buildcrafttransport:pipe_stone_item:0, Stone Transport Pipe
buildcrafttransport:pipe_quartz_item:0, Quartz Transport Pipe
buildcrafttransport:pipe_iron_item:0, Iron Transport Pipe
buildcrafttransport:pipe_gold_item:0, Golden Transport Pipe
buildcrafttransport:pipe_clay_item:0, Clay Transport Pipe
buildcrafttransport:pipe_sandstone_item:0, Sandstone Transport Pipe
buildcrafttransport:pipe_void_item:0, Void Transport Pipe
buildcrafttransport:pipe_obsidian_item:0, Obsidian Transport Pipe
buildcrafttransport:pipe_diamond_item:0, Diamond Transport Pipe
buildcrafttransport:pipe_diamond_wood_item:0, Wooden Diamond Transport Pipe
buildcrafttransport:pipe_lapis_item:0, Lazuli Transport Pipe
buildcrafttransport:pipe_daizuli_item:0, Daizuli Transport Pipe
buildcrafttransport:pipe_emzuli_item:0, Emzuli Transport Pipe
buildcrafttransport:pipe_stripes_item:0, Stripes Transport Pipe
buildcrafttransport:pipe_wood_fluid:0, Wooden Fluid Pipe
buildcrafttransport:pipe_cobble_fluid:0, Cobblestone Fluid Pipe
buildcrafttransport:pipe_stone_fluid:0, Stone Fluid Pipe
buildcrafttransport:pipe_quartz_fluid:0, Quartz Fluid Pipe
buildcrafttransport:pipe_gold_fluid:0, Golden Fluid Pipe
buildcrafttransport:pipe_iron_fluid:0, Iron Fluid Pipe
buildcrafttransport:pipe_clay_fluid:0, Clay Fluid Pipe
buildcrafttransport:pipe_sandstone_fluid:0, Sandstone Fluid Pipe
buildcrafttransport:pipe_void_fluid:0, Void Fluid Pipe
buildcrafttransport:pipe_diamond_fluid:0, Diamond Fluid Pipe
buildcrafttransport:pipe_diamond_wood_fluid:0, Wooden Diamond Fluid Pipe
buildcrafttransport:pipe_wood_power:0, Wooden Kinesis Pipe
buildcrafttransport:pipe_cobble_power:0, Cobblestone Kinesis Pipe
buildcrafttransport:pipe_stone_power:0, Stone Kinesis Pipe
buildcrafttransport:pipe_quartz_power:0, Quartz Kinesis Pipe
buildcrafttransport:pipe_gold_power:0, Golden Kinesis Pipe
buildcrafttransport:pipe_sandstone_power:0, Sandstone Kinesis Pipe
buildcraftcompat:pipe_item_propolis:0, Apiarist's Pipe
buildcrafttransport:filtered_buffer, Filtered Buffer
buildcrafttransport:waterproof, Pipe Sealant
buildcrafttransport:plug_blocker, Pipe Plug
buildcrafttransport:plug_power_adaptor, Power Adapter
buildcrafttransport:wire:0, §z§0§fWhite§r Pipe Wire
buildcrafttransport:wire:1, §z§1§6Orange§r Pipe Wire
buildcrafttransport:wire:2, §z§2§dMagenta§r Pipe Wire
buildcrafttransport:wire:3, §z§3§bLight Blue§r Pipe Wire
buildcrafttransport:wire:4, §z§4§eYellow§r Pipe Wire
buildcrafttransport:wire:5, §z§5§aLime§r Pipe Wire
buildcrafttransport:wire:6, §z§6§dPink§r Pipe Wire
buildcrafttransport:wire:7, §z§7§7Gray§r Pipe Wire
buildcrafttransport:wire:8, §z§8§7Light Gray§r Pipe Wire
buildcrafttransport:wire:9, §z§9§3Cyan§r Pipe Wire
buildcrafttransport:wire:10, §z§a§dPurple§r Pipe Wire
buildcrafttransport:wire:11, §9§9Blue§r Pipe Wire
buildcrafttransport:wire:12, §z§c§6Brown§r Pipe Wire
buildcrafttransport:wire:13, §z§d§aGreen§r Pipe Wire
buildcrafttransport:wire:14, §z§e§cRed§r Pipe Wire
buildcrafttransport:wire:15, §0§7Black§r Pipe Wire
buildcraftsilicon:laser, Laser
buildcraftsilicon:assembly_table, Assembly Table
buildcraftsilicon:advanced_crafting_table, Advanced Crafting Table
buildcraftsilicon:integration_table, Integration Table
buildcraftsilicon:redstone_chipset:0, Redstone Chipset
buildcraftsilicon:redstone_chipset:1, Iron Chipset
buildcraftsilicon:redstone_chipset:2, Golden Chipset
buildcraftsilicon:redstone_chipset:3, Quartz Chipset
buildcraftsilicon:redstone_chipset:4, Diamond Chipset
buildcraftsilicon:plug_gate, item.gate.name
buildcraftsilicon:plug_lens:0, §0§7Black§r Lens
buildcraftsilicon:plug_lens:1, §z§e§cRed§r Lens
buildcraftsilicon:plug_lens:2, §z§d§aGreen§r Lens
buildcraftsilicon:plug_lens:3, §z§c§6Brown§r Lens
buildcraftsilicon:plug_lens:4, §9§9Blue§r Lens
buildcraftsilicon:plug_lens:5, §z§a§dPurple§r Lens
buildcraftsilicon:plug_lens:6, §z§9§3Cyan§r Lens
buildcraftsilicon:plug_lens:7, §z§8§7Light Gray§r Lens
buildcraftsilicon:plug_lens:8, §z§7§7Gray§r Lens
buildcraftsilicon:plug_lens:9, §z§6§dPink§r Lens
buildcraftsilicon:plug_lens:10, §z§5§aLime§r Lens
buildcraftsilicon:plug_lens:11, §z§4§eYellow§r Lens
buildcraftsilicon:plug_lens:12, §z§3§bLight Blue§r Lens
buildcraftsilicon:plug_lens:13, §z§2§dMagenta§r Lens
buildcraftsilicon:plug_lens:14, §z§1§6Orange§r Lens
buildcraftsilicon:plug_lens:15, §z§0§fWhite§r Lens
buildcraftsilicon:plug_lens:16, §0§7Black§r Filter
buildcraftsilicon:plug_lens:17, §z§e§cRed§r Filter
buildcraftsilicon:plug_lens:18, §z§d§aGreen§r Filter
buildcraftsilicon:plug_lens:19, §z§c§6Brown§r Filter
buildcraftsilicon:plug_lens:20, §9§9Blue§r Filter
buildcraftsilicon:plug_lens:21, §z§a§dPurple§r Filter
buildcraftsilicon:plug_lens:22, §z§9§3Cyan§r Filter
buildcraftsilicon:plug_lens:23, §z§8§7Light Gray§r Filter
buildcraftsilicon:plug_lens:24, §z§7§7Gray§r Filter
buildcraftsilicon:plug_lens:25, §z§6§dPink§r Filter
buildcraftsilicon:plug_lens:26, §z§5§aLime§r Filter
buildcraftsilicon:plug_lens:27, §z§4§eYellow§r Filter
buildcraftsilicon:plug_lens:28, §z§3§bLight Blue§r Filter
buildcraftsilicon:plug_lens:29, §z§2§dMagenta§r Filter
buildcraftsilicon:plug_lens:30, §z§1§6Orange§r Filter
buildcraftsilicon:plug_lens:31, §z§0§fWhite§r Filter
buildcraftsilicon:plug_lens:32, Clear Lens
buildcraftsilicon:plug_lens:33, Clear Filter
buildcraftsilicon:plug_pulsar, Pipe Pulsar
buildcraftsilicon:plug_light_sensor, Light Sensor
buildcraftenergy:glob_of_oil, item.globOil.name
buildcraftfactory:autoworkbench_item, Auto Workbench
buildcraftfactory:mining_well, Mining Well
buildcraftfactory:pump, Pump
buildcraftfactory:flood_gate, Flood Gate
buildcraftfactory:tank, Tank
buildcraftfactory:chute, Chute
buildcraftfactory:distiller, Distiller
buildcraftfactory:heat_exchange, Heat Exchanger
buildcraftfactory:water_gel_spawn, Water Gelifier
buildcraftfactory:gel, Gelled Water
buildcraftrobotics:zone_planner, Zone Planner
cyclicmagic:nether_redstone_ore, Nether Redstone Ore
cyclicmagic:nether_iron_ore, Nether Iron Ore
cyclicmagic:nether_gold_ore, Nether Gold Ore
cyclicmagic:nether_coal_ore, Nether Coal Ore
cyclicmagic:nether_lapis_ore, Nether Lapis Ore
cyclicmagic:nether_emerald_ore, Nether Emerald Ore
cyclicmagic:nether_diamond_ore, Nether Diamond Ore
cyclicmagic:end_redstone_ore, End Redstone Ore
cyclicmagic:end_coal_ore, End Coal Ore
cyclicmagic:end_lapis_ore, End Lapis Ore
cyclicmagic:end_emerald_ore, End Emerald Ore
cyclicmagic:end_diamond_ore, End Diamond Ore
cyclicmagic:end_gold_ore, End Gold Ore
cyclicmagic:end_iron_ore, End Iron Ore
cyclicmagic:fluid_drain, Fluid Collector
cyclicmagic:crystallized_amber, Crystallized Amber
cyclicmagic:crystallized_obsidian, Crystallized Obsidian
cyclicmagic:emerald_helmet, Emerald Helmet
cyclicmagic:emerald_chestplate, Emerald Chestplate
cyclicmagic:emerald_leggings, Emerald Leggings
cyclicmagic:emerald_boots, Emerald Boots
cyclicmagic:emerald_sword, Emerald Sword
cyclicmagic:emerald_pickaxe, Emerald Pickaxe
cyclicmagic:emerald_axe, Emerald Axe
cyclicmagic:emerald_spade, Emerald Shovel
cyclicmagic:emerald_hoe, Emerald Hoe
cyclicmagic:purple_boots, Crystallized Obsidian Boots
cyclicmagic:purple_leggings, Crystallized Obsidian Leggings
cyclicmagic:purple_chestplate, Crystallized Obsidian Chestplate
cyclicmagic:purple_helmet, Crystallized Obsidian Helmet
cyclicmagic:crystal_pickaxe, Crystal Pickaxe
cyclicmagic:crystal_axe, Crystal Axe
cyclicmagic:crystal_spade, Crystal Shovel
cyclicmagic:crystal_hoe, Crystal Hoe
cyclicmagic:crystal_sword, Crystal Sword
cyclicmagic:glowing_helmet, Vision Helmet
cyclicmagic:sword_weakness, Sword of Atrophy
cyclicmagic:sword_slowness, Sword of Decay
cyclicmagic:sword_ender, Sword of Evasion
cyclicmagic:netherbrick_pickaxe, Nether Pickaxe
cyclicmagic:netherbrick_axe, Nether Axe
cyclicmagic:netherbrick_spade, Nether Shovel
cyclicmagic:netherbrick_hoe, Nether Hoe
cyclicmagic:sandstone_pickaxe, Sandstone Pickaxe
cyclicmagic:sandstone_axe, Sandstone Axe
cyclicmagic:sandstone_spade, Sandstone Shovel
cyclicmagic:sandstone_hoe, Sandstone Hoe
cyclicmagic:sandstone_sword, Sandstone Sword
cyclicmagic:chest_sack, Sack of Holding
cyclicmagic:chest_sack_empty, Empty Sack of Holding
cyclicmagic:storage_bag, Storage Bag
cyclicmagic:ender_pearl_reuse, Ender Orb
cyclicmagic:ender_pearl_mounted, Ender Orb Translocator
cyclicmagic:tool_harvest_weeds, Brush Scythe
cyclicmagic:tool_harvest_crops, Garden Scythe
cyclicmagic:tool_harvest_leaves, Tree Scythe
cyclicmagic:tool_swap, Standard Exchange Scepter
cyclicmagic:tool_swap_match, Gentle Exchange Scepter
cyclicmagic:dynamite_safe, Combat Dynamite
cyclicmagic:dynamite_mining, Mining Dynamite
cyclicmagic:horse_upgrade_type, Infected Carrot
cyclicmagic:horse_upgrade_variant, Lapis Carrot
cyclicmagic:horse_upgrade_health, Diamond Carrot
cyclicmagic:horse_upgrade_speed, Redstone Carrot
cyclicmagic:horse_upgrade_jump, Ender Carrot
cyclicmagic:heart_food, Heart Container
cyclicmagic:heart_toxic, Empty Heart Container
cyclicmagic:fire_starter, Fire Starter
cyclicmagic:fire_dark_anim, Duskflame Essence
cyclicmagic:ender_blaze, Duskflame Hex
cyclicmagic:fire_frost, Frost Fire
cyclicmagic:fire_dark, Dark Fire
cyclicmagic:plate_launch_med, Slime Plate
cyclicmagic:plate_launch_small, Soft Slime Plate
cyclicmagic:plate_launch_large, Hardened Slime Plate
cyclicmagic:plate_launch_extra, Extreme Slime Plate
cyclicmagic:plate_push, Conveyor Belt
cyclicmagic:plate_push_corner, Conveyor Belt Corner
cyclicmagic:plate_push_med_angle, Conveyor Belt Ramp
cyclicmagic:plate_push_fast, Fast Conveyor Belt
cyclicmagic:plate_push_fast_corner, Fast Conveyor Belt Corner
cyclicmagic:plate_push_fast_angle, Fast Conveyor Belt Ramp
cyclicmagic:plate_push_slow, Slow Conveyor Belt
cyclicmagic:plate_push_slow_corner, Slow Conveyor Belt Corner
cyclicmagic:plate_push_slow_angle, Slow Conveyor Belt Ramp
cyclicmagic:plate_push_slowest, Slowest Conveyor Belt
cyclicmagic:plate_push_slowest_corner, Slowest Conveyor Belt Corner
cyclicmagic:plate_push_slowest_angle, Slowest Conveyor Belt Ramp
cyclicmagic:wireless_transmitter, Wireless Transmitter
cyclicmagic:wireless_receiver, Wireless Receiver
cyclicmagic:spikes_iron, Iron Spikes
cyclicmagic:spikes_diamond, Diamond Spikes
cyclicmagic:peat_biomass, Biomass
cyclicmagic:peat_fuel, Peat
cyclicmagic:peat_fuel_enriched, Enriched Peat
cyclicmagic:peat_unbaked, Dry Peat Bog
cyclicmagic:peat_baked, Saturated Peat Deposit
cyclicmagic:peat_generator, Peat-fired Generator
cyclicmagic:peat_farm, Peat Farmer
cyclicmagic:cable_wireless, Item Transfer Node
cyclicmagic:cable_wireless_energy, Energy Transfer Node
cyclicmagic:cable_wireless_fluid, Fluid Transfer Node
cyclicmagic:block_fragile, Fragile Scaffolding
cyclicmagic:block_fragile_auto, Responsive Scaffolding
cyclicmagic:block_fragile_weak, Replaceable Scaffolding
cyclicmagic:item_pipe_sort, Item Sorter
cyclicmagic:item_pipe, Item Cable
cyclicmagic:item_pump, Item Extraction Cable
cyclicmagic:energy_pipe, Energy Cable
cyclicmagic:energy_pump, Energy Extraction Cable
cyclicmagic:fluid_pipe, Fluid Pipe
cyclicmagic:fluid_pump, Fluid Extraction Cable
cyclicmagic:bundled_pipe, Bundled Cable
cyclicmagic:card_location, GPS Marker
cyclicmagic:block_library, Ender Bookshelf
cyclicmagic:block_library_ctrl, Ender Library
cyclicmagic:poison, Poison
cyclicmagic:amber, Amber
cyclicmagic:biomass, Biomass
cyclicmagic:crystal, Crystallized Obsidian
cyclicmagic:milk, Milk
cyclicmagic:robot_spawner, Target Dummy Spawner
cyclicmagic:laser_cannon, Rainbow Cannon
cyclicmagic:tool_trade, Merchant Almanac
cyclicmagic:soulstone, Soulstone
cyclicmagic:tool_launcher, Player Launcher
cyclicmagic:password_remote, Remote Lever
cyclicmagic:tool_elevate, Rod of Elevation
cyclicmagic:tool_rotate, Wooden Wrench
cyclicmagic:evoker_fang, Evoker Fang
cyclicmagic:water_spreader, Water Spreader
cyclicmagic:ender_eye_orb, Solid Ender Eye
cyclicmagic:glove_climb, Climbing Gloves
cyclicmagic:tool_torch_launcher, Torch launcher
cyclicmagic:water_freezer, Water Froster
cyclicmagic:fire_killer, Fire Slayer
cyclicmagic:sack_ender, Ender Sack
cyclicmagic:tool_mount, Stirrups
cyclicmagic:tool_prospector, Prospector
cyclicmagic:book_ender, Ender Book
cyclicmagic:carbon_paper, Carbon Paper
cyclicmagic:tool_spelunker, Cavefinder
cyclicmagic:ender_dungeon, Spawner Seeker
cyclicmagic:ender_lightning, Engraved Thunder
cyclicmagic:cyclic_wand_build, Ranged Building Scepter
cyclicmagic:shears_obsidian, Obsidian Shears
cyclicmagic:tool_warp_home, Ender Wing Prime
cyclicmagic:tool_warp_spawn, Ender Wing
cyclicmagic:tool_push, Piston Scepter
cyclicmagic:sleeping_mat, Sleeping Mat
cyclicmagic:tool_spawn_inspect, Spawn Detector
cyclicmagic:mattock, Mattock
cyclicmagic:wand_hypno, Chaos Reaper
cyclicmagic:tool_randomize, Block Randomizer
cyclicmagic:ender_tnt_1, Dynamite I
cyclicmagic:ender_tnt_2, Dynamite II
cyclicmagic:ender_tnt_3, Dynamite III
cyclicmagic:ender_tnt_4, Dynamite IV
cyclicmagic:ender_tnt_5, Dynamite V
cyclicmagic:ender_tnt_6, Dynamite VI
cyclicmagic:ender_wool, Enhanced Shears
cyclicmagic:ender_torch, Throwing Torch
cyclicmagic:magic_net, Monster Ball
cyclicmagic:apple_emerald, Emerald Apple
cyclicmagic:corrupted_chorus, Corrupted Chorus Fruit
cyclicmagic:glowing_chorus, Glowing Chorus Fruit
cyclicmagic:ender_snow, Frost Bringer
cyclicmagic:ender_water, Antimatter Evaporator
